Date,HomeTeam,AwayTeam,1,X,2,Result
2023-03-01,Liverpool,Wolves,1.5,4.75,6.0,1
2023-03-01,Arsenal,Everton,1.36,4.75,10.0,1
2023-03-04,Wolves,Tottenham,3.3,3.4,2.2,1
2023-03-04,Southampton,Leicester,2.75,3.3,2.6,1
2023-03-04,Chelsea,Leeds,1.62,4.0,5.5,1
2023-03-04,Man City,Newcastle,1.45,4.5,7.0,1
2023-03-04,Aston Villa,Crystal Palace,2.05,3.3,3.8,1
2023-03-04,Arsenal,Bournemouth,1.22,7.0,12.0,1
2023-03-04,Brighton,West Ham,1.8,3.6,4.5,1
2023-03-05,Nott'm Forest,Everton,2.7,3.0,2.88,X
2023-03-05,Liverpool,Man United,2.38,3.6,2.88,1
2023-03-06,Brentford,Fulham,1.95,3.6,3.75,1
2023-03-11,Crystal Palace,Man City,9.0,4.75,1.36,2
2023-03-11,Leicester,Chelsea,3.75,3.5,1.95,2
2023-03-11,Tottenham,Nott'm Forest,1.44,4.75,7.0,1
2023-03-11,Everton,Brentford,2.7,3.25,2.7,1
2023-03-11,Bournemouth,Liverpool,7.5,5.0,1.4,1
2023-03-11,Leeds,Brighton,3.75,3.6,1.95,X
2023-03-12,Fulham,Arsenal,6.0,4.0,1.57,2
2023-03-12,Man United,Southampton,1.36,5.0,9.0,X
2023-03-12,West Ham,Aston Villa,2.2,3.3,3.4,X
2023-03-12,Newcastle,Wolves,1.65,3.75,5.5,1
2023-03-15,Brighton,Crystal Palace,1.44,4.2,8.0,1
2023-03-15,Southampton,Brentford,2.88,3.25,2.5,2
2023-03-17,Nott'm Forest,Newcastle,5.5,3.8,1.62,2
2023-03-18,Brentford,Leicester,1.91,3.6,3.75,X
2023-03-18,Wolves,Leeds,2.25,3.2,3.3,2
2023-03-18,Southampton,Tottenham,4.75,3.6,1.75,X
2023-03-18,Aston Villa,Bournemouth,1.7,3.8,5.0,1
2023-03-18,Chelsea,Everton,1.5,4.2,7.5,X
2023-03-19,Arsenal,Crystal Palace,1.25,5.5,15.0,1
2023-04-01,Man City,Liverpool,1.62,4.2,5.0,1
2023-04-01,Arsenal,Leeds,1.29,6.0,9.0,1
2023-04-01,Bournemouth,Fulham,2.55,3.3,2.8,1
2023-04-01,Brighton,Brentford,1.67,4.0,5.0,X
2023-04-01,Crystal Palace,Leicester,2.5,3.25,2.9,1
2023-04-01,Nott'm Forest,Wolves,3.0,3.1,2.55,X
2023-04-01,Chelsea,Aston Villa,1.67,3.8,5.25,2
2023-04-02,West Ham,Southampton,1.73,3.6,5.0,1
2023-04-02,Newcastle,Man United,2.4,3.4,2.9,1
2023-04-03,Everton,Tottenham,3.4,3.3,2.2,X
2023-04-04,Bournemouth,Brighton,6.0,4.2,1.53,2
2023-04-04,Leeds,Nott'm Forest,1.7,3.75,5.0,1
2023-04-04,Leicester,Aston Villa,2.55,3.3,2.75,2
2023-04-04,Chelsea,Liverpool,2.2,3.4,3.25,X
2023-04-05,Man United,Brentford,1.65,4.0,5.0,1
2023-04-05,West Ham,Newcastle,3.6,3.25,2.15,2
2023-04-08,Aston Villa,Nott'm Forest,1.6,4.2,5.25,1
2023-04-08,Brentford,Newcastle,3.6,3.4,2.05,2
2023-04-08,Fulham,West Ham,2.8,3.25,2.63,2
2023-04-08,Leicester,Bournemouth,1.83,3.75,4.2,2
2023-04-08,Wolves,Chelsea,4.2,3.5,1.91,1
2023-04-08,Tottenham,Brighton,2.55,3.5,2.7,1
2023-04-08,Man United,Everton,1.5,4.33,6.5,1
2023-04-08,Southampton,Man City,11.0,6.0,1.25,2
2023-04-09,Leeds,Crystal Palace,2.1,3.4,3.6,2
2023-04-09,Liverpool,Arsenal,2.88,3.6,2.38,X
2023-04-15,Man City,Leicester,1.14,8.5,15.0,1
2023-04-15,Tottenham,Bournemouth,1.45,4.5,7.0,2
2023-04-15,Southampton,Crystal Palace,2.8,3.1,2.7,2
2023-04-15,Wolves,Brentford,2.45,3.1,3.0,1
2023-04-15,Chelsea,Brighton,2.63,3.4,2.63,2
2023-04-15,Aston Villa,Newcastle,3.6,3.4,2.05,1
2023-04-15,Everton,Fulham,2.05,3.4,3.7,2
2023-04-16,West Ham,Arsenal,6.0,4.2,1.55,X
2023-04-16,Nott'm Forest,Man United,5.5,4.0,1.62,2
2023-04-17,Leeds,Liverpool,4.2,4.2,1.73,2
2023-04-21,Arsenal,Southampton,1.2,7.0,13.0,X
2023-04-22,Liverpool,Nott'm Forest,1.17,7.5,17.0,1
2023-04-22,Fulham,Leeds,2.3,3.4,3.1,1
2023-04-22,Brentford,Aston Villa,2.5,3.25,2.88,X
2023-04-22,Crystal Palace,Everton,2.05,3.2,3.75,X
2023-04-22,Leicester,Wolves,2.38,3.3,3.0,1
2023-04-23,Bournemouth,West Ham,2.88,3.2,2.55,2
2023-04-23,Newcastle,Tottenham,1.83,3.75,4.2,1
2023-04-25,Wolves,Crystal Palace,2.45,3.2,3.0,1
2023-04-25,Aston Villa,Fulham,1.75,4.0,4.2,1
2023-04-25,Leeds,Leicester,2.3,3.5,3.0,X
2023-04-26,West Ham,Liverpool,3.9,3.9,1.85,2
2023-04-26,Chelsea,Brentford,1.7,4.0,4.75,2
2023-04-26,Man City,Arsenal,1.55,4.5,5.25,1
2023-04-26,Nott'm Forest,Brighton,6.0,4.2,1.53,1
2023-04-27,Everton,Newcastle,4.75,3.6,1.73,2
2023-04-27,Tottenham,Man United,2.8,3.6,2.4,X
2023-04-27,Southampton,Bournemouth,2.25,3.4,3.2,2
2023-04-29,Crystal Palace,West Ham,2.63,3.25,2.75,1
2023-04-29,Brentford,Nott'm Forest,1.65,3.8,5.5,1
2023-04-29,Brighton,Wolves,1.5,4.33,6.5,1
2023-04-30,Bournemouth,Leeds,2.55,3.5,2.7,1
2023-04-30,Fulham,Man City,12.0,6.0,1.25,2
2023-04-30,Man United,Aston Villa,1.73,3.9,4.6,1
2023-04-30,Newcastle,Southampton,1.3,5.25,10.0,1
2023-04-30,Liverpool,Tottenham,1.53,4.5,5.75,1
2023-05-01,Leicester,Everton,2.0,3.5,3.75,X
2023-05-02,Arsenal,Chelsea,1.6,4.0,5.5,1
2023-05-03,Man City,West Ham,1.2,7.0,13.0,1
2023-05-03,Liverpool,Fulham,1.25,5.75,11.0,1
2023-05-04,Brighton,Man United,1.95,3.5,3.75,1
2023-05-06,Liverpool,Brentford,1.44,5.0,6.0,1
2023-05-06,Wolves,Aston Villa,2.88,3.3,2.5,1
2023-05-06,Tottenham,Crystal Palace,1.8,3.8,4.2,1
2023-05-06,Man City,Leeds,1.17,8.5,15.0,1
2023-05-06,Bournemouth,Chelsea,3.3,3.5,2.15,2
2023-05-07,West Ham,Man United,3.4,3.75,2.05,1
2023-05-07,Newcastle,Arsenal,2.45,3.75,2.63,2
2023-05-08,Nott'm Forest,Southampton,2.1,3.6,3.4,1
2023-05-08,Brighton,Everton,1.33,5.25,9.0,2
2023-05-08,Fulham,Leicester,2.63,3.5,2.6,1
2023-05-13,Man United,Wolves,1.36,5.0,7.5,1
2023-05-13,Leeds,Newcastle,4.33,4.2,1.7,X
2023-05-13,Aston Villa,Tottenham,2.25,3.6,2.9,1
2023-05-13,Chelsea,Nott'm Forest,1.5,4.5,6.0,X
2023-05-13,Crystal Palace,Bournemouth,1.83,3.6,4.2,1
2023-05-13,Southampton,Fulham,2.75,3.3,2.5,2
2023-05-14,Brentford,West Ham,2.0,3.5,3.6,1
2023-05-14,Everton,Man City,9.0,4.75,1.36,2
2023-05-14,Arsenal,Brighton,1.73,4.2,4.2,2
2023-05-15,Leicester,Liverpool,5.25,4.33,1.57,2
2023-05-18,Newcastle,Brighton,2.0,3.8,3.5,1
2023-05-20,Tottenham,Brentford,1.83,3.9,4.0,2
2023-05-20,Bournemouth,Man United,6.0,4.75,1.5,2
2023-05-20,Fulham,Crystal Palace,2.45,3.4,2.9,X
2023-05-20,Liverpool,Aston Villa,1.45,5.0,6.25,X
2023-05-20,Wolves,Everton,2.75,3.3,2.6,X
2023-05-20,Nott'm Forest,Arsenal,5.25,4.33,1.57,1
2023-05-21,West Ham,Leeds,2.4,3.5,2.88,1
2023-05-21,Brighton,Southampton,1.22,7.0,11.0,1
2023-05-21,Man City,Chelsea,1.25,6.0,11.0,1
2023-05-22,Newcastle,Leicester,1.36,5.5,7.0,X
2023-05-24,Brighton,Man City,4.0,4.33,1.75,X
2023-05-25,Man United,Chelsea,1.6,4.33,5.0,1
2023-05-28,Brentford,Man City,3.8,4.0,1.83,1
2023-05-28,Man United,Fulham,1.5,4.33,6.0,1
2023-05-28,Aston Villa,Brighton,2.0,3.6,3.5,1
2023-05-28,Crystal Palace,Nott'm Forest,1.67,4.0,5.0,X
2023-05-28,Southampton,Liverpool,6.5,4.75,1.44,X
2023-05-28,Leeds,Tottenham,2.75,3.8,2.3,2
2023-05-28,Leicester,West Ham,1.91,3.8,3.6,1
2023-05-28,Chelsea,Newcastle,2.9,3.5,2.38,X
2023-05-28,Everton,Bournemouth,1.5,4.5,6.5,1
2023-05-28,Arsenal,Wolves,1.36,5.25,8.0,1
